lid,city,endtime,title,url,price,changed,content,zipcode,library,imageurl,teaser,street,status,longitude,starttime,latitude,_id,id,streamtime
1,Aarhus,2014-03-21 18:00:00,Antboy,https://www.aakb.dk/node/9839,0,2014-02-25T12:00:13,"
<p>Som handler om den 12-årige Pelle Nørhmann, der er helt og aldeles håbløst normal. In-gen lægger mærke til ham og da slet ikke Amanda, den populæreste pige i klassen, for hvem han nærmest ikke eksisterer.</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/unavngivet_0.png,Kom og se Superheltefilmen,Møllegade 1,2,10.200179,2014-03-21 16:00:00,56.156617,655,9839,2014-12-08 17:44:05
1,Aarhus,2014-04-14 11:00:00,Film for de små,https://www.aakb.dk/node/10067,0,2014-04-07T14:48:07,"
<p>Hver mandag viser vi film i børnebiblioteket, for børn i 2-5 års alderen.</p>
<p>Fra kl. 10:30 til 11:00</p>
<p>Du behøver ikke tilmelde dig</p>
<p>&nbsp;</p>
",8000,Hovedbiblioteket,None,Kom indenfor hos børnebiblioteket og se film for de små,Møllegade 1,2,10.200179,2014-04-14 10:30:00,56.156617,733,10067,2014-12-08 17:44:05
31,Aarhus V,2014-02-26 19:00:00,Unge Café - Banko,https://www.aakb.dk/node/9845,0,2014-02-25T12:28:06,"
<p>Har du lyst til at deltage i et hyggeligt fællesskab med andre unge i Herredsvang? Så er du meget velkommen til at være med til vores Unge Café, hvor du kan møde andre unge fra kvarteret, lære lidt nyt, og forhåbentligt blive en oplevelse rigere.</p>
<p>Unge Caféen vil gerne dyrke fællesskabet, samtidigt med at man lærer noget og har det sjovt!</p>
<p>Denne gang spiller vi banko. Alle er velkomne til at deltage. Vi glæder os til at se dig.</p>
",8210,Hasle Bibliotek,https://www.aakb.dk/files/list_images/herredsvang.jpg,De unge i Herredsvang går endnu engang sammen om en række hyggelige og lærerige café-aftener i Kulturhuset.,Kappelvænget 2,1,10.167345,2014-02-26 17:00:00,56.179458,657,9845,2014-12-08 17:44:05
31,Aarhus V,2014-04-29 17:00:00,Iransk folk- og popmusik ,https://www.aakb.dk/node/10065,0,2014-04-22T14:49:02,"
<p>Tochal spiller er en intens blanding af iransk folk og pop-musik, med både heftige dansenumre, og sørgmodige ballader. Gruppen tager udgangspunkt i den gyldne tidsalder af Iransk popmusik, som strækker sig fra 60'erne til slutningen af 70'erne. Dette var en magisk periode i iransk musikhistorie, hvor der blev skabt fantastisk musik af de største komponister og sangskrivere, der levede i Iran før revolutionen. Disse har efterladt en kæmpe sangskat, som Tochal formidler til publikum i en nutidig version anno 2014.</p>
<p>Tochal består af Cyrus Ahmadi: guitar/vokal, Saeid Vallaee: guitar/vokal, Søren Jensen: bas, Jais Stærk Poulsen: trommer</p>
<p>Link: <a href=""https://www.facebook.com/pages/Tochal-Band/217997578369935?ref=hl"" title=""https://www.facebook.com/pages/Tochal-Band/217997578369935?ref=hl"">https://www.facebook.com/pages/Tochal-Band/217997578369935?ref=hl</a></p>
<p>Koncerten er den del af Kulturhus Herredsvangs indvielse af Sundhedsruten. Det er ganske gratis!</p>
",8210,Hasle Bibliotek,https://www.aakb.dk/files/list_images/tochal.jpg,"Kom til koncert med bandet Tochal, der spiller iransk folk- og popmusik fra 60'erne og 70'erne",Kappelvænget 2,1,10.167345,2014-04-29 16:00:00,56.179458,734,10065,2014-12-08 17:44:05
16,Hjortshøj,2014-03-29 10:45:00,Musik og sjov med Dorte Nørgaard,https://www.aakb.dk/node/9515,0,2014-03-10T12:07:44,"
<p><img src=""https://www.aakb.dk/files/content_images/dorte-noergaard_0.jpg"" alt="""" title="""" width=""400"" height=""300"" /></p>
<p>Kom og syng, dans og leg med Dorte Nørgaard, der besøger&nbsp;Hjortshøj Kombi -&nbsp;bibliotek med sit populære rytmikarrangement for de små.</p>
<p>Babyrytmik er musik og bevægelse på børns betingelser.</p>
<p>Børnenes medfødte musikalitet støttes og styrkes i en varm og tryg atmosfære, hvor det er sjovt at være med.</p>
<p><br />
Gratis billetter kan bestilles&nbsp;fra&nbsp;lørdag d. 15. marts.</p>
<p><strong>Bemærk, der er kun børn, der skal&nbsp;have billet.</strong></p>
",8530,Hjortshøj Kombi-bibliotek,https://www.aakb.dk/files/list_images/dorte-noergaard-2_2.jpg,"Familie - lørdag på dit bibliotek - for børn fra 0-3 år og deres voksne.
",Virupvej 75,2,10.271377,2014-03-29 10:00:00,56.243118,540,9515,2014-12-08 17:44:05
31,Aarhus V,2014-03-05 19:00:00,Unge Café - Hvordan finder man et fritidsjob?,https://www.aakb.dk/node/9846,0,2014-02-25T12:31:57,"
<p>Har du lyst til at deltage i et hyggeligt fællesskab med andre unge i Herredsvang? Så er du meget velkommen til at være med til vores Unge Café, hvor du kan møde andre unge fra kvarteret, lære lidt nyt, og forhåbentligt blive en oplevelse rigere.</p>
<p>Unge Caféen vil gerne dyrke fællesskabet, samtidigt med at man lærer noget og har det sjovt!</p>
<p>Denne gang skal vi høre om hvordan man finder sig et fritidsjob. Alle er velkomne til at deltage. Vi glæder os til at se dig.</p>
",8210,Hasle Bibliotek,https://www.aakb.dk/files/list_images/herredsvang_0.jpg,De unge i Herredsvang går endnu engang sammen om en række hyggelige og lærerige café-aftener i Kulturhuset.,Kappelvænget 2,2,10.167345,2014-03-05 17:00:00,56.179458,658,9846,2014-12-08 17:44:05
31,Aarhus V,2014-03-12 19:00:00,Unge Café - Champions League Barcelona vs. Manchester C.,https://www.aakb.dk/node/9847,0,2014-02-25T12:35:54,"
<p>Har du lyst til at deltage i et hyggeligt fællesskab med andre unge i Herredsvang? Så er du meget velkommen til at være med til vores Unge Café, hvor du kan møde andre unge fra kvarteret, lære lidt nyt, og forhåbentligt blive en oplevelse rigere.</p>
<p>Unge Caféen vil gerne dyrke fællesskabet, samtidigt med at man lærer noget og har det sjovt!</p>
<p>Denne gang skal vi se Champions League kampen Barcelona vs. Manchester C.. Alle er velkomne til at deltage. Vi glæder os til at se dig.</p>
",8210,Hasle Bibliotek,https://www.aakb.dk/files/list_images/herredsvang_1.jpg,De unge i Herredsvang går endnu engang sammen om en række hyggelige og lærerige café-aftener i Kulturhuset.,Kappelvænget 2,2,10.167345,2014-03-12 17:00:00,56.179458,659,9847,2014-12-08 17:44:05
1,Aarhus,2014-04-07 15:00:00,Mandagsdokumentaren viser Blodets bånd ,https://www.aakb.dk/node/9097,0,2014-03-25T15:05:38,"
<p>&nbsp;</p>
<p><img title="""" src=""https://www.aakb.dk/files/content_images/blodets_baand.jpg"" alt="""" width=""184"" height=""171"" /></p>
<p>&nbsp;</p>
<p class=""MsoNormal"">Dokumentarfilm har oplevet en stigende popularitet de seneste år og Hovedbiblioteket har derfor valgt at vise brugerne et bredt udbud af de værker, der ligger indenfor dokumentarfilmsgenren.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Der vil blive vist film fra Filmstriben og temaerne vil variere måned for måned.</p>
<p>&nbsp;</p>
<p class=""MsoNormal"">Svend har 16 børn. De fire yngste sammen med Gitte, som han netop er ved at blive skilt fra efter 28 års turbulent ægteskab. Samtidig har deres fælles yngste datter, Christina, besluttet sig for at flytte hjemmefra. Men opbruddet i familien åbner en byge af spørgsmål - især for Christina, som finder ud af, at hendes familie lider af kollektiv hukommelsessvigt om hendes barndom. Det gælder især den tvangsfjernelse som hun og hendes søskende føler de, helt uretfærdigt, har været udsat for. Mens Christina går i gang med at finde ud af, hvad der i virkeligheden er sket i hendes familie, beslutter Svend sig for at hjælpe sin datter og sin egen hukommelse på vej. Han søger aktindsigt hos kommunen, og en dag modtager han og Christina en kasse fuld af hemmeligheder, som gennem tiden er blevet glemt og fortrængt i tåger af sprut og stoffer.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Du kan se en forsmag på filmen <a href=""http://www.filmstriben.dk/bibliotek/film/details.aspx?filmid=9000000962"">her</a>.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p>&nbsp;</p>
<p class=""MsoNormal"">Mandag 7.april kl. 14.00 / Lille Scene</p>
<p>&nbsp;</p>
<p class=""MsoNormal"">Blodets bånd (2013) 83 min.</p>
<p>&nbsp;</p>
<p class=""MsoNormal"">&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/blodets_baand.jpg,"Hver mandag viser Hovedbiblioteket en ny dokumentarfilm, hvor der er gratis adgang. April har temaet Et andet Danmark.",Møllegade 1,1,10.200179,2014-04-07 14:00:00,56.156617,309,9097,2014-12-08 17:44:05
39,Tilst,2014-09-02 11:30:00,Digital Post på borger.dk,https://www.aakb.dk/node/11100,0,2014-08-26T13:17:45,"
<p><strong>Forudsætninger:</strong></p>
<p>Du kan bruge internettet og har NemID. For at deltage på kurset skal du have en fungerende NemID til det offentlige, og du skal medbringe dit nøglekort til NemID.</p>
<p>Du kan få oprettet en NemID på&nbsp;Tilst Bibliotek (medbring kørekort eller pas som legi-timation – kontakt biblioteket hvis du ikke har nogen af delene) Vi holder&nbsp;7 ens kurser – det er altså ikke et forløb over&nbsp;7 gange.</p>
<p>Det er gratis at deltage.</p>
<p>Tilmelding: ved henvendelse til Tilst Bibliotek, tlf. 89409500 senest dagen før.</p>
<p><img src=""https://www.aakb.dk/files/content_images/box_digitalpost_finale_570_21.jpg"" alt="""" title="""" width=""120"" height=""120"" /></p>
",8381,Tilst Bibliotek,None,"Målet med kurset er, at du får styr på din digitale post på borger.dk. Med Digital Postkasse på borger.dk kan du modtage og sende post digitalt fra/til de offentlige myndigheder. ",Tilst Skolevej 13 A,1,10.111042,2014-09-02 10:30:00,56.18945,1254,11100,2014-12-08 17:44:05
31,Aarhus V,2014-03-19 19:00:00,Unge Café - Makeup artist - kun for piger,https://www.aakb.dk/node/9848,0,2014-03-14T14:01:55,"
<p>Har du lyst til at deltage i et hyggeligt fællesskab med andre unge i Herredsvang? Så er du meget velkommen til at være med til vores Unge Café, hvor du kan møde andre unge fra kvarteret, lære lidt nyt, og forhåbentligt blive en oplevelse rigere.</p>
<p>Unge Caféen vil gerne dyrke fællesskabet, samtidigt med at man lærer noget og har det sjovt!</p>
<p>Denne gang om makeup artisternes kunst. Kun piger er velkomne til at deltage. Vi glæder os til at se dig.</p>
",8210,Hasle Bibliotek,https://www.aakb.dk/files/list_images/herredsvang_2.jpg,De unge i Herredsvang går endnu engang sammen om en række hyggelige og lærerige café-aftener i Kulturhuset.,Kappelvænget 2,2,10.167345,2014-03-19 17:00:00,56.179458,660,9848,2014-12-08 17:44:05
40,Tranbjerg,2014-05-08 19:30:00,Strik-in på Tranbjerg Bibliotek,https://www.aakb.dk/node/10071,0,2014-04-22T14:52:00,"
<p>Torsdag 8. maj mødes strikkeklubben i Tranbjerg d. 8. maj i stedet for 1. maj.</p>
",8310,Tranbjerg Bibliotek,None,Torsdag 8. maj mødes strikkeklubben i Tranbjerg d. 8. maj i stedet for 1. maj. ,Kirketorvet 6,2,10.135585,2014-05-08 18:00:00,56.091095,735,10071,2014-12-08 17:44:05
40,Tranbjerg,2014-06-12 19:30:00,Strikkeaften på Tranbjerg Bibliotek,https://www.aakb.dk/node/10072,0,2014-05-23T11:18:20,"
<p>Strik-in mødes torsdag 12. juni i stedet for Grundlovsdag.</p>
",8310,Tranbjerg Bibliotek,None,Strik-in mødes torsdag 12. juni i stedet for Grundlovsdag.,Kirketorvet 6,2,10.135585,2014-06-12 18:00:00,56.091095,736,10072,2014-12-08 17:44:05
1,Aarhus,2014-03-06 17:30:00,Tænkepauser: Tid,https://www.aakb.dk/node/9271,0,2014-02-26T13:43:32,"
<p><img title="""" src=""https://www.aakb.dk/files/content_images/ulrik_uggerhoej.jpg_web_lille.jpg"" alt="""" width=""320"" height=""448"" />&nbsp;</p>
<p class=""MsoNormal"">”Tiden er noget mærkeligt noget, jeg har aldrig helt forstået, hvad den egentlig er for noget”, sådan indleder Kaj og Andrea Povl Kjøllers børnesang fra midten af 70’erne og runder af med ”men når melodien slutter, ja, så’ der gået 2 minutter”.</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Og tid er svært at forstå og beskrive uden at forfalde til banaliteter, selvom det er et af de mest fundamentale begreber overhovedet. Men der er ikke desto mindre meget, man <em>kan</em>sige om tid. Tiden er nemlig ikke blot ”noget mærkeligt noget”, men mere underlig og påvirkelig end de fleste forestiller sig. Det kan ikke bare Kaj og Andrea, men også Usain Bolt, verdens hurtigste mand, og Albert Einstein være med til at illustrere. Måske det er på tide at blive lidt klogere på tid, og hvorfor det er ”noget mærkeligt noget”?</p>
<p class=""MsoNormal"">&nbsp;</p>
<p class=""MsoNormal"">Synes du stadig tid&nbsp;lyder lidt mærkelig, så læs Ulrik Uggerhøj svare en læser på <a href=""http://videnskab.dk/sporg-videnskaben/hvad-er-tid?page=4"">videnskab.dk.&nbsp;&nbsp;</a></p>
<p>&nbsp;</p>
<p class=""MsoNormal"">Bliv klogere på dig selv og tid, når Ulrik Uggerhøjfortæller om&nbsp;tid 6. marts, kl.16:00&nbsp;i salen. Gratis entré.</p>
<p>&nbsp;</p>
<p class=""MsoNormal"">Tænkepauser formidler forskning direkte ud til borgerne i form af både foredrag, bogudgivelser og læseklubber. Tænkepauser indeholder også en serie af bøger, der bliver udgivet i samarbejde med Aarhus Universitet, Aarhus Universitetsforlag, DR, Jyllands-Posten og landets biblioteker. Der kommer en ny udgivelse hver måned.</p>
<p>&nbsp;</p>
<p>""<strong>""Tid"" udkommer den 3. marts 2014</strong></p>
<p class=""MsoNormal"">&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/ulrik_uggerhoej.jpg_web_lille.jpg,"I foredragsrækken Tænkepauser formidler forskerne deres viden til borgerne. Denne gang er det lektor i fysik, Aarhus Universitet, Ulrik Uggerhøj, der taler om TID på Hovedbiblioteket. ",Møllegade 1,1,10.200179,2014-03-06 16:00:00,56.156617,385,9271,2014-12-08 17:44:05
1,Aarhus,2014-04-22 18:00:00,Skriv dig ud af skuffen,https://www.aakb.dk/node/9763,0,2014-03-25T09:45:46,"
<p>Elsker du at jonglere med ord, men ender dine skriblerier for det meste i skuffen? Så er dette stedet, hvor du ganske fredeligt kan prøve kræfter med omverdenen og ligesindede ordglade skribenter. Vi byder på skriveøvelser og kaffe og du er velkommen sammen med alle dine idéer. Så udfordrer vi ordene i fælles leg, guidet af poetry slammere fra HAPS.</p>
<p>Find os i hallen i spillehjørnet.</p>
<p>&nbsp;</p>
<p><a href=""https://da-dk.facebook.com/hapspoetry"">HAPS</a> - Hele Aarhus' poetry slam er en forening, som afholder åbne poetry slams i Aarhus. Når de er på slap line på Hovedbiblioteket deler de ud af deres viden, giver feedback og sætter skriveøvelser i gang.</p>
<p><a href=""http://www.demotekaarhus.dk"">DemotekAarhus</a> er er et undergrundsbibliotek og en scene for kunstneriske udtryk og har hjemme på Hovedbiblioteket.</p>
<p><img title="""" src=""https://www.aakb.dk/files/content_images/billede3_skriv_dig_ud_af_skuffen_0.jpg"" alt="""" width=""323"" height=""215"" /></p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/skriv_dig_ud_af_skuffen_ny_saeson_2.jpg,DemotekAarhus og Hele Aarhus’ Poetry Slam (HAPS) inviterer endnu engang til skriveværksted på Hovedbiblioteket. ,Møllegade 1,1,10.200179,2014-04-22 16:00:00,56.156617,677,9763,2014-12-08 17:44:05
34,Risskov,2014-05-09 17:00:00,Gospelkoncert på Risskov Bibliotek,https://www.aakb.dk/node/10081,0,2014-04-22T14:53:22,"
<p><img src=""https://www.aakb.dk/files/content_images/gospelkor2.jpg"" alt="""" title="""" width=""288"" height=""145"" /><br />
<strong><br />
Great Joy</strong> holder til i Risskov Kirke og er et åbent kor for alle over 14 år.<br />
Koret ledes af Maj-Lis Hoffer Henriksen.<br />
<br />
Koncerten er en del af <em>Amerikansk Uge</em> på Risskov Bibliotek<br />
Gospel er en musikform, der opstod i amerikanske kirker sidst i 1800-tallet.<br />
Typisk for gospelsange er vekselsang mellem solist og kor.<br />
Ordet gospel betyder evangelium eller godt budskab.<br />
&nbsp;</p>
",8240,Risskov Bibliotek,https://www.aakb.dk/files/list_images/amerikansk_uge_19_0.jpg,"Det århusianske gospelkor GREAT JOY giver koncert på Risskov Bibliotek, 
med sange fulde af håb og glæde.
Der er gratis adgang og alle er velkomne.
",Fortebakken 1,1,10.223633,2014-05-09 16:30:00,56.193761,737,10081,2014-12-08 17:44:05
34,Risskov,2014-08-29 11:00:00,FredagsBio UDSOLGT!!,https://www.aakb.dk/node/10378,0,2014-08-27T13:32:08,"
<p><img src=""https://www.aakb.dk/files/content_images/hoenseneshave.jpg"" alt="""" title="""" width=""184"" height=""171"" /></p>
<p><strong>Hønsenes have</strong><strong>.&nbsp;</strong></p>
<p>En dokumentarfilm om høns og deres forunderlige verden.<strong></strong></p>
",8240,Risskov Bibliotek,https://www.aakb.dk/files/list_images/hoenseneshave.jpg,"I sensommeren viser vi ”dyrebare” film på Risskov bibliotek. Filmene er særligt henvendt til de 3-6 årige, men alle er naturligvis velkomne. 
Vi byder på popcorn, så kom med børnehaven, dagplejen eller din bedstemor og hyg dig med en god film.",Fortebakken 1,2,10.223633,2014-08-29 10:30:00,56.193761,842,10378,2014-12-08 17:44:05
1,Aarhus,2014-03-11 17:00:00,Da Darwin og Wallace gav biologien en samlende teori for Evolution,https://www.aakb.dk/node/9115,0,2014-03-07T09:51:46,"
<p class=""MsoNormal"">I midten af 1800-tallet foreslog Charles Darwin og Alfred Wallace, at evolutionen af alt liv på jorden skyldes naturlig selektion. Med denne teori kunne de to engelske naturhistorikere forklare hvordan den enorme mangfoldighed af liv er opstået, og ved at vise, at mennesket blot er et dyr, forsvandt vores særstilling som dug for solen. Tobias Wang vil forklare formuleringen af evolutionsteorien, samt dens indflydelse i nutidens biologiske og medicinske videnskaber og vil diskutere hvordan teorien blev modtaget blandt danske videnskabsmænd.</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/1800_kvadrat_presse_2.png,"Damp, Dannelse og Debat. 1800-tals festival på Bibliotekerne. Denne gang foredrag af Professor Tobias Wang.",Møllegade 1,1,10.200179,2014-03-11 16:00:00,56.156617,322,9115,2014-12-08 17:44:05
1,Aarhus,2014-03-13 17:00:00,"Louis Pasteur og Robert Koch, to af 1800-tallets helte",https://www.aakb.dk/node/9116,0,2014-03-07T09:51:46,"
<p class=""MsoNormal"">I dag ved vi at bakterier og virus kan gøre os syge og at det er mikroorganismer, der får mælken til at blive til ost og druesaften til vin. Dette er 1800 tals viden. Før denne tid søgtes forklaringerne i menneskets syndige opførsel eller luftarternes ubalance.&nbsp; Forskere som Louis Pasteur og Robert Koch gjorte op med disse skinforklaringer og startede mikrobiologien, <a name=""_GoBack""></a>et forskningsfelt som årligt redder millioner af menneskeliv og bidrager væsentligt til vores velfærd.</p>
<p>&nbsp;</p>
<p class=""MsoNormal"">Kai Finster fortæller om Pasteurs og Kochs opdagelser i lyset af 1800-tallets forestillinger om livsprocesser og gør rede for deres betydning for vor tids syn på mikroorganismernes rolle for liv og død.&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/1800_kvadrat_presse_1.png,"Damp, Dannelse og Debat. 1800-tals festival på Bibliotekerne. Denne gang foredrag af Lektor Kai Finster.",Møllegade 1,1,10.200179,2014-03-13 16:00:00,56.156617,617,9116,2014-12-08 17:44:05
55,Åby,2014-04-30 00:00:00,Udstilling af Annemarie Kastberg,https://www.aakb.dk/node/10075,0,2014-04-22T14:50:18,"
<p style=""text-align: left;"">Annemarie Kastberg er billedkunstlærer på VUC i Århus. Hun har udstillet siden 2007 ved Åbyhøj Kunstforenings årlige udstilling med lokale kunstnere samt blandt andet i Hasle kirkes sognegård, i Trenighedskirken i Esbjerg, på Statsgymnasiet på Fenrisvej, VUC Århus, Galleri C på Silkeborg Amtsgymnasium.&nbsp;</p>
<p style=""text-align: left;"">Billederne, der alle er håndarbejde og ikke billedbehandling på computer er klippet og klistret, sammensat og sammenstillet med anvendelse af &nbsp;kunstbil-leder, kalendere, reportagebilleder, reklamer af forskellige slags, illustrationer fra tidsskrifter og blade.</p>
<p style=""text-align: left;"">Der skabes nye illusioner og sammenhænge med overraskende elementer. I hvert billede skal der helst være et overraskende element. <br />
Mærkelige væsener og verdener opstår, eller farven eller måske en bestemt opbygning bærer billedet i sig selv. <br />
Komposition samspil mellem dele og de forskellige rum, spiller altid en væsentlig rolle. Det er et pillearbejde, og der kan gå lang tid fra idé til det færdige billede. Der samles, kasseres, findes og pludselig er billedet der med sin specielle titel!</p>
<p style=""text-align: left;"">Som billedkunstlærer har AK bevidst eller ubevidst hentet inspiration hos Niels Ole Lund (tidligere rektor for Arkitektskolen i Århus), Max Ernst, Magritte, Georgia OKeeffe, Paul Anker Bech og andre kunstnere. Dog kan også egne fornemmelser, følelser, erindringer og oplevelser få billedlige udtryk, ligesom der arbejdes med tidens farver, design og billeder.</p>
<p style=""text-align: left;"">Alle collager er lavet i perioden 2009 og 2014, og findes kun som det enestående værk, de er.</p>
<p style=""text-align: left;"">Man kan som barn eller voksen gå på jagt i fantasiens og kunstens verden.</p>
<p style=""text-align: left;"">Værkerne kan ses i Bibliotekets åbningstid.</p>
<p style=""text-align: left;""><img src=""https://www.aakb.dk/files/content_images/kastberg_kvinde_med_kuffert.jpg"" alt=""Annemarie Kastberg: Kvinde med kuffert"" title="""" width=""570"" height=""753"" /></p>
",8230,Åby Bibliotek,https://www.aakb.dk/files/list_images/kastberg_kvinde_med_kuffert.jpg,I april måned udstilles collager/decoupager  af  Annemarie Kastberg i forhallen på Åby Bibliotek,Ludvig Feilbergs Vej 7,1,10.162515,2014-04-01 00:00:00,56.156438,738,10075,2014-12-08 17:44:05
9,Brabrand,2014-06-04 10:00:00,Trolde -højtlæsning og farvelægning for de 3-6 årige,https://www.aakb.dk/node/9345,0,2014-05-07T11:38:28,"
<p>&nbsp;<img src=""https://www.aakb.dk/files/content_images/trold20lille.jpg"" alt="""" title="""" width=""175"" height=""150"" /></p>
<p style=""text-align: left;"">Hvor bor de og hvad spiser de? Alt det og meget mere undersøger vi sammen via højtlæsning og fortælling.</p>
<p style=""text-align: left;"">Børnene får også mulighed for at give deres bud via tegninger og farvelægning af troldebilleder.</p>
<p style=""text-align: left;"">Bagefter tager vi billeder af vores „resultat“ og udstiller det på Biblioteket.</p>
<p>Gratis tilmelding fra torsdag 1. maj 2014.</p>
<p style=""text-align: left;"">&nbsp;</p>
<p>&nbsp;</p>
",8220,Gellerup Bibliotek,https://www.aakb.dk/files/list_images/trold.jpg,Hvad er trolde for nogle størrelser?,Gudrunsvej 78,1,10.136214,2014-06-04 09:30:00,56.155665,432,9345,2014-12-08 17:44:05
37,Skødstrup,2014-10-09 10:45:00,Børneteater: Ulvehyl og Bjørneklo,https://www.aakb.dk/node/10430,0,2014-07-10T14:12:03,"
<p><img src=""https://www.aakb.dk/files/content_images/ulvehyllille.jpg"" alt="""" title="""" width=""443"" height=""334"" /><br />
<strong>Alle tilskuere bliver indianere og medspillere i historien.<br />
Forestillingen er for børn fra 3-6 år</strong><br />
<br />
Der er gratis adgang, og billetter kan bestilles via linket herunder fra den 25. september.<br />
<em>Det</em> <em>er kun børn der skal have billetter, de voksne skal ikke have billetter.</em>&nbsp;</p>
",8541,Skødstrup Kombi-bibliotek - Komforbi,https://www.aakb.dk/files/list_images/ulvehyllille.jpg,"Børnekulissen opfører en forestilling om venskab blandt indianerne 
i Ulvestammen og Bjørnestammen. 
",Rosenbakken 4,2,10.308101,2014-10-09 10:00:00,56.271071,870,10430,2014-12-08 17:44:05
55,Åby,2014-01-07 10:00:00,Film for de 3-6 årige.,https://www.aakb.dk/node/9295,0,2014-01-06T14:53:40,"",8230,Åby Bibliotek,https://www.aakb.dk/files/list_images/filmth_6.jpg,Det er en overraskelse hvad vi viser de enkelte tirsdage  - ingen tilmelding.,Ludvig Feilbergs Vej 7,2,10.162515,2014-01-07 10:00:00,56.156438,401,9295,2014-12-08 17:44:05
1,Aarhus,2014-05-07 17:00:00,Vidste du det? - quiz om Melodi Grand Prix!,https://www.aakb.dk/node/10089,0,2014-04-09T10:12:07,"
<p>Det Internationale Melodi Grand Prix bliver i år afholdt i Danmark, og i den anledning vil vi på biblioteket lave en quiz om de foregående Melodi Grand Prix.</p>
<p>Den bliver midt i mellem de to semifinaler, så stemningen er til stede, og så man har Grand Prix ånden med!</p>
<p>&nbsp;</p>
<p>Der vil blive spørgsmål i forskellige kategorier, bl.a. ""Danmark"", ""Vinderne"", ""Hvor er de fra?"" og ""Kun i Melodi Grand Prix"".</p>
<p>&nbsp;</p>
<p>Som ved alle quizzer er der selvfølgelig en præmie til vinderen.</p>
<p>Quizzen bliver afholdt onsdag d. 7. maj, kl. 16:00 ved den lille scene.</p>
<p>Der er gratis entré og alle er meget velkomne til at deltage!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>Hvis du vil vide mere om Melodi Grand Prix 2014 kan du gå ind på DR <a href=""http://www.dr.dk/melodigrandprix/Artikler/2014/0214155724.htm"">her.</a></p>
<p>&nbsp;</p>
<p><img title="""" src=""https://www.aakb.dk/files/content_images/10131-1200-f4200629-8adc-4b90-bb25-ecf964b1e47c-image147.jpg"" alt="""" width=""564"" height=""318"" /></p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/eurovision.jpg,I anledningen af det Internationale Melodi Grand Prix 2014 i Danmark afholder vi en quiz om de tidligere shows.,Møllegade 1,1,10.200179,2014-05-07 16:00:00,56.156617,740,10089,2014-12-08 17:44:05
1,Aarhus,2014-05-23 12:00:00,International Playgroup,https://www.aakb.dk/node/9328,0,2014-05-12T14:21:31,"
<p><img title="""" src=""https://www.aakb.dk/files/content_images/colourbox2618060_weblille_15.jpg"" alt="""" width=""448"" height=""299"" /><br />
<br />
We play, read books, show films and many other things, when UIC and Aarhus Main Library invite you to International Playgroup at 10 AM.<br />
<br />
It's a casual event where children can play and the parent(s) can network, meet other newcomers and get to know more about the library. <br />
<br />
UIC have activities free og charge to AU Staff, their family members and all associated with International Community. <br />
Go to <a href=""http://www.au.dk/uic"">www.au.dk/uic</a> for further information. <br />
<br />
We're looking forward to seeing you in the library.<br />
<br />
<br />
&nbsp;</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/colourbox2618060_weblille_15.jpg,Aarhus Main Library in cooperation with UIC invite newcomers to International Playgroup every other friday in the children's library.,Møllegade 1,1,10.200179,2014-05-23 10:00:00,56.156617,419,9328,2014-12-08 17:44:05
1,Aarhus,2014-03-15 00:00:00,Slægtsforskningscafé,https://www.aakb.dk/node/9795,0,2014-03-07T09:51:46,"
<p><img src=""https://www.aakb.dk/files/content_images/festival_1.jpg"" width=""250"" height=""106"" alt=""image"" />Hvem var dine aner, og hvad mon de vidste om de mange kendte personer og spændende begivenheder i 1800 tallet?<br />
Slægtshistorisk Forening og Lokalarkiverne hjælper dig i gang med at finde din aner.<br />
MEDBRING oplysninger om fødested, fødeår og navne på dine bedsteforældre eller oldeforældre.<br />
Arrangementet er gratis og foregår i forhallen i bibliotekets åbningstid.<br />
Mandag - fredag kl. 10.00 - 18.00<br />
Lørdage kl. 10.00 - 14.00</p>
",8000,Hovedbiblioteket,https://www.aakb.dk/files/list_images/listebillede_1.jpg,Kom godt i gang med din slægtsforskning,Møllegade 1,1,10.200179,2014-03-07 00:00:00,56.156617,645,9795,2014-12-08 17:44:05
